bfich,bfinh,bfioh,bfieh,bfiah,bfiae,bfiaa,bfiac,bfian,bfiao,wallposts,portraits,imp_avs,friends,likes_portrait,sex,age,selfesteem
322,350,360,338,278,4.4,3.56,3.78,1,4.1,9,3,0,67,12,2,19,3.3
233,175,330,450,300,4.8,3.33,3.89,1.25,4,25,3,0,81,5,1,20,2.8
433,213,320,300,389,3.6,4.22,5,1.75,3.7,73,2,0,61,13,1,18,2.9
278,263,400,238,378,4.2,4.44,4.78,1.38,4.6,42,8,2,94,5,2,18,2.9
344,213,320,325,433,4.4,3.89,4.56,1.75,4.2,31,13,0,181,15,2,22,2.7
278,275,280,363,278,4,3.44,4.22,3,3.4,289,9,14,68,11,1,18,3
256,300,270,288,389,4.2,5,4.22,1.75,4.2,1,2,0,83,40,2,19,3.3
289,438,350,300,311,4.4,3.67,4.78,1.63,4.5,45,2,0,201,32,2,20,2.1
278,238,310,325,378,4.2,3.67,4.44,1.75,3.9,73,1,0,78,2,1,19,2.4
289,325,380,375,378,4.2,4.22,4.22,1.5,4.3,143,26,0,416,24,2,20,2.8
389,325,500,338,244,4.6,3.78,4.78,1.5,4.8,73,7,1,66,7,1,21,3.3
278,388,390,163,344,3.8,4.44,4,1.88,3.8,6,6,0,55,13,2,20,2.4
433,200,330,250,322,3.2,3.56,4.89,1.63,3.9,127,23,1,125,9,1,21,3.6
300,238,370,388,378,3.6,4.56,4.89,1.63,4.7,123,41,10,442,12,1,19,2.9
367,300,470,338,456,4.2,4.67,4.11,1.88,4.7,14,5,0,674,18,1,19,3.1
167,338,460,450,300,4.8,3.89,4.56,1.63,4.2,4,9,2,407,41,2,18,3.1
356,238,440,238,411,4.8,4.67,4.44,1.75,4.3,31,29,7,87,12,2,18,2.8
333,413,400,425,322,4.8,4.11,4.22,1.5,4.5,3,1,0,135,79,2,18,2.6
344,313,300,313,433,4.2,4.44,4.22,1.63,3.7,115,63,3,242,5,2,20,2.8
322,313,360,363,356,4.4,3.44,4.44,1.63,3.7,17,12,0,994,73,2,20,2.9
411,275,380,363,300,4,3.89,4.44,1.88,4.3,168,21,0,286,29,2,20,3.2
278,200,430,363,389,4.4,4.22,4.33,1.38,5,43,10,0,292,36,2,20,2.6
356,338,320,375,378,4.6,4,4.33,1.5,4.2,3,17,0,241,50,2,19,3.1
244,288,460,288,378,4.4,4,4.78,1.88,4.4,128,7,0,184,35,2,18,2.4
289,313,350,250,356,3.8,4,3.67,2,3.2,72,8,12,149,14,1,19,3.4
289,250,430,413,311,5,4.44,3.89,2.13,4.7,128,1,1,76,41,1,18,3
422,150,400,288,433,4.6,4.67,4.56,1.13,4.7,49,9,3,279,16,2,22,4
133,425,420,313,133,3,3.44,3.67,2.13,4.2,43,9,3,218,9,1,18,1.4
422,200,400,438,456,4.8,4.67,4.89,1.63,4.5,87,18,2,188,28,2,18,3.8
422,263,320,338,333,3.8,3.89,4.56,1.5,3.8,48,20,0,291,66,2,19,3.6
244,438,440,388,311,4.2,3.33,4.33,2.38,4.2,37,3,1,165,22,2,19,2.4
300,338,310,175,233,4.6,4.33,4.33,1,4.5,64,9,5,110,6,2,20,2.2
244,200,350,425,356,4.6,4.33,4.44,1.13,4,5,19,6,246,16,2,19,3.6
367,288,280,275,333,3.4,4.33,4.67,1.63,3.8,9,3,0,120,15,2,19,3.5
444,363,430,250,356,3.2,4,4.78,2.5,4.6,1,1,0,113,18,1,18,2.7
300,213,410,263,322,3.6,3.44,4.67,1.5,4.1,6,1,3,45,16,1,21,3.2
344,438,350,350,400,4.8,4.33,4.67,1.25,4.5,261,2,1,404,33,2,21,2.8
267,350,390,300,278,4,3.89,4.33,1.38,4.1,41,30,1,192,45,2,18,3.2
278,275,380,375,356,4.2,4.11,4,1.63,3.8,1,6,0,229,23,2,18,3
289,250,410,350,256,4.6,3.67,4.33,1.75,4.7,12,1,0,180,31,2,20,3
278,325,260,350,344,5,4,4.22,2,4,4,7,0,138,29,2,19,2.8
389,313,300,400,311,4.4,3.44,4.89,1.63,4,43,12,2,196,19,2,21,3.5
211,338,380,338,333,3.4,4.22,4.44,1.63,4.7,0,7,0,165,17,2,21,3.2
322,313,290,238,311,4.8,4,4.44,1.5,3.7,5,8,1,153,14,1,19,3.2
311,338,360,413,300,5,4.11,4.56,1.25,4.6,0,9,0,354,52,2,18,3.5
289,238,310,313,289,3.4,4,4.67,1.75,3.4,153,4,3,72,19,2,21,3.8
356,175,370,488,256,4.2,3.89,4.89,1.13,4.1,137,6,0,127,7,1,25,3.5
356,238,360,275,400,3.8,4.22,4.56,1.88,4.1,35,22,0,190,14,2,20,3.2
400,313,340,238,389,3.2,3.78,5,2.38,4.4,14,4,1,20,12,2,17,1.8
278,275,380,150,333,3.6,3.89,4.56,1.88,4,28,4,1,58,12,2,20,2.9
300,288,360,438,333,4.2,4.22,4.56,1.38,3.6,38,13,3,292,25,2,19,2.7
378,288,340,300,433,3.8,4.44,4.56,1.88,4.2,24,6,1,385,19,1,21,3.2
344,250,500,350,344,4.6,3.78,4.22,1.5,4.4,0,1,0,143,22,1,19,3.6
333,188,380,363,322,4,3.33,4.78,1.63,4.2,4,2,0,173,18,1,18,3.3
322,338,240,200,356,4.6,3.78,4.78,2.25,3.6,7,7,0,98,20,2,21,2.4
400,375,350,338,411,4.2,4.22,4.44,1.75,4.5,0,7,2,215,9,2,20,2
389,313,420,338,411,3.8,4.22,4.44,2.25,4.5,83,24,1,292,10,2,21,3.1
433,363,390,463,333,4.4,4.33,4.78,1.5,3.8,11,15,0,265,76,2,18,3.5
478,238,500,450,422,4.4,4.89,4.67,1.5,5,12,5,0,66,13,2,20,3.7
400,288,370,213,311,4.4,4.33,4.67,1.25,4.7,49,15,0,131,18,2,21,3.2
367,350,380,263,333,4,3.56,4,2.25,3.9,288,14,3,203,20,2,19,3.1
333,288,410,463,356,4.8,4.33,4.89,1.38,3.8,100,4,2,238,23,2,18,3.6
411,363,390,400,389,4.2,4.11,4.56,1.25,4.5,76,7,3,212,10,2,21,3
411,225,360,338,389,4.2,3.89,4.33,2.13,4,3,1,0,128,8,1,20,3.1
300,375,430,238,356,4,3.89,4.11,2.25,4.1,17,18,0,203,39,2,19,3.2
378,425,330,238,300,3.6,4.44,4.11,1.63,4,712,30,36,141,10,2,21,2.3
256,275,380,500,289,4.4,3.67,4.22,1.63,4.4,183,18,10,553,27,2,18,3.5
200,325,350,413,289,4.2,3.44,4.44,2,4,8,15,1,413,43,2,18,2.8
356,375,290,300,289,4.2,4.11,4.67,2,4.3,163,1,0,136,14,2,21,3.2
367,375,400,325,433,4.2,4.33,4.89,1.75,4,33,3,1,238,33,1,19,2.9
389,238,400,350,422,4.8,4.11,4.44,1.63,4.6,0,10,0,178,16,2,19,3.1
256,413,370,175,344,4,4.33,4.44,2.13,4,60,3,1,39,7,2,20,2.1
367,413,370,450,300,4.8,3.67,4.44,1.75,3.8,18,14,0,230,40,2,20,2.9
333,338,410,250,367,4.4,4.33,5,1.38,4.1,22,1,0,93,17,2,20,3.4
367,200,350,375,422,3.8,4.44,4.67,1.88,4.3,35,5,0,268,10,1,21,3.4
400,263,380,463,411,4.8,4.11,4.11,2.13,4.5,51,2,0,203,14,1,21,2.9
400,225,350,288,378,4.4,3.56,3.89,1.88,3.6,28,1,4,299,19,1,18,3
289,225,370,325,378,3.8,4.11,4.22,1.75,4,1,1,1,104,8,1,20,3.2
333,263,350,213,422,4.6,4.33,4.22,1.88,4.2,42,14,1,89,10,2,21,2.8
322,288,390,388,356,4.6,4.67,4.22,1.88,4.2,34,2,0,492,69,2,19,2.9
278,338,280,325,367,4.4,4.22,4.33,1.63,4.2,22,11,1,225,6,2,21,3
356,288,280,313,389,4.6,4.11,4.67,1.25,4.1,40,1,2,104,40,2,20,3.1
389,288,350,438,333,4,4.11,4.89,1.75,4,100,11,0,405,40,2,20,3.3
389,238,450,350,444,4,4.56,4.11,2.13,4,76,20,1,188,15,2,18,3.4
367,313,360,375,389,4.6,4.67,4,2.38,3.9,17,9,0,183,27,2,20,3.5
433,363,310,325,289,3.6,4.11,4.67,1.63,4,32,19,1,181,22,2,19,3.1
300,438,370,300,378,4.6,3.89,4.22,1.5,4.7,0,9,1,113,22,2,18,2.5
322,300,400,338,378,4.4,4.44,4.22,1.75,4.5,29,1,0,141,38,2,18,3.1
322,263,370,363,333,4.2,3.78,3.89,2.25,4.2,4,12,1,229,2,1,20,2.7
256,338,380,313,278,4.6,4.44,4.22,2,4.1,16,13,0,879,20,2,20,3.1
400,225,300,338,356,4.8,4.11,4.22,2.38,4.1,18,18,1,319,30,2,20,2.8
267,400,480,338,378,4,4.33,4.44,1.25,4.8,110,21,2,102,20,2,17,2.4
400,250,420,350,322,4,4,4.56,2.63,3.8,0,3,1,141,15,1,21,3.2
244,138,340,425,400,4.6,4.33,4.67,1.13,4.1,74,6,0,261,30,2,20,3.3
344,338,470,213,311,3.6,3.67,4,2,4.2,84,6,0,181,30,1,20,3.1
300,325,410,363,333,4.4,4.22,4.78,1.63,3.5,1,7,0,193,33,2,17,4
344,338,430,400,378,4.2,4.22,4.33,1.5,4.7,227,127,0,452,14,2,19,3.4
200,313,410,400,356,4.6,4.22,3.89,1.63,4.2,31,12,0,281,21,2,20,2.7
200,338,400,425,211,4.4,2.89,3.78,1.63,4.9,28,13,1,107,9,2,19,3.1
456,325,320,338,389,5,4.67,4.89,1.13,4.3,96,7,0,177,19,2,20,3.3
389,225,270,250,333,4,3.67,4.11,1.88,3.5,73,2,0,169,59,2,19,2.9
256,400,370,288,322,3.2,3.33,4,2.5,4.1,73,2,3,122,18,2,18,3.2
444,188,410,338,400,4.4,4.33,4.89,1.38,4.5,21,16,0,627,40,1,20,3.7
433,288,320,375,400,3.8,3.67,4.56,1.88,3.6,29,25,4,107,12,2,20,3.5
400,400,320,463,356,4.8,4.33,5,1.13,4.2,21,5,0,352,22,2,20,3
289,275,500,350,378,4,4.22,4.22,2,4.8,74,23,0,270,26,2,18,2.9
278,350,410,313,222,4,2.11,4.56,2.25,4.6,164,5,0,211,10,1,19,3
344,313,400,413,311,4.8,4.67,4.89,2.38,4.1,190,28,0,461,46,2,19,2.5
289,375,380,288,378,4.2,4.11,4.33,1.88,4.6,118,33,3,164,15,2,18,2.5
322,463,330,388,344,5,3.89,4,2.5,4.1,73,2,0,40,3,2,20,2.5
356,313,260,425,344,4.4,4.22,4.33,1.88,4.1,50,11,2,166,22,2,19,3.4
233,300,440,288,311,4,3.67,3.89,2.13,4.4,14,13,5,118,8,1,19,3.5
267,363,360,263,311,4.2,3.33,3.44,2.5,3.7,139,10,22,80,7,2,18,2.3
278,413,300,300,378,4.2,4.11,4.33,2,4.2,22,11,0,468,45,2,21,3.1
322,350,280,213,400,4.2,3.67,4.44,2,3.8,21,21,0,314,12,2,24,3.5
411,200,460,425,411,4.8,3.89,4.78,1.5,4.8,87,3,1,328,33,1,19,4
333,263,330,325,333,3.8,3.67,4.67,1.88,4,0,6,2,220,47,2,19,3.2
311,325,370,338,411,3.8,3.89,4.22,2.38,3.8,231,9,4,272,13,2,20,2.9
433,375,320,275,411,4.4,4.33,4.89,1.75,4.2,49,1,0,177,37,2,20,2.5
311,300,350,350,400,3.8,4.22,3.33,2.5,3.6,126,4,0,254,16,1,21,3.3
367,363,440,325,333,4.8,4,4.78,2.25,4.6,104,121,16,551,49,2,18,3.2
278,300,420,388,378,4.2,3.56,4.67,2.13,4.4,123,71,3,1088,17,1,21,2.6
389,263,350,350,333,3.8,3.89,4.78,2.13,4.6,35,1,0,196,25,1,18,2.9
300,375,440,338,333,3.4,4,4.22,1.63,4.1,58,32,1,723,36,2,21,3.3
344,288,380,338,344,3.6,4.33,4.44,1.63,4.5,45,13,0,239,19,2,19,3
256,400,300,200,356,4.6,4,4,2,3.6,0,4,0,298,50,2,19,3.2
322,213,350,475,289,5,3.67,4.67,2,4,15,7,0,921,114,1,19,3.6
344,213,440,338,400,4.4,4.56,4.44,2.13,4.5,222,2,0,40,17,2,20,3.6
211,275,410,375,344,4.2,4.22,4.56,1.38,4.8,0,6,0,69,11,2,19,2.8
378,263,330,488,344,4.6,4.56,4.78,1.13,3.9,0,17,1,371,16,2,21,3.1
289,438,270,250,244,4.4,3.56,4.78,1.75,3.9,45,13,4,120,18,2,20,2.6
211,263,470,463,433,4.8,4.67,3.44,1.25,5,83,11,0,281,45,2,20,3.6
400,288,390,288,389,3.4,4.22,4.33,2,3.6,1,1,1,88,18,2,19,3.5
244,263,440,375,356,4.8,3.67,4.33,1.38,4.7,55,7,0,322,15,1,19,3.7
433,188,380,413,356,4.6,4.67,4.56,1.75,4.4,7,10,1,149,14,1,20,3.7
278,438,500,325,322,4.6,4.67,4.67,1.13,4.9,126,9,1,617,27,2,20,3
333,263,380,463,311,4.6,4.22,4.78,1.5,4.3,19,4,0,1006,78,1,21,3.3
367,288,320,388,356,4.2,3.78,4.56,1.88,3.8,28,2,1,296,4,1,21,3
422,263,340,475,289,4.6,3.67,4.33,2,3.5,55,4,1,350,40,1,20,3.5
433,300,370,400,233,4.6,3.11,4.78,2.25,4.3,82,3,0,673,78,1,19,3.3
244,263,350,225,300,3.6,3.67,4.33,1.5,3.9,25,14,0,54,9,2,18,2.8
322,300,350,425,344,4.8,4.11,4.78,1.75,4.4,2,3,0,369,38,2,20,4
367,363,310,263,300,4.2,4.22,4.44,1.5,4,115,6,0,115,10,2,20,3.6
422,313,360,438,378,4.2,3.67,4.11,2,3.9,21,6,1,188,17,1,18,3.4
456,425,390,338,322,4.4,4.67,5,1.13,4.7,171,8,1,98,7,2,21,3.2
444,225,440,400,433,4.2,4.56,4.78,1.75,4.3,0,4,0,185,40,2,22,3.4
244,338,420,263,344,4.2,4.11,4.11,1.38,4,20,9,3,145,12,1,23,3.4
444,400,420,288,311,4.2,4.22,5,1.13,4.4,91,10,0,289,23,2,21,2.9
333,263,400,263,433,4,4.44,4.56,1.63,3.8,68,8,1,217,19,2,20,2.6
367,338,310,275,378,3.4,3.67,4.33,1.38,4.1,177,1,1,255,19,2,20,2.8
256,213,280,188,400,4.2,3.89,4.56,1.5,3.8,3,2,0,49,1,1,20,3.1
256,325,490,388,389,4.6,4,4.22,1.5,4.2,86,4,4,184,15,2,22,2.8
433,238,440,363,422,4.4,4.67,4.89,2,4.6,2,5,1,459,108,2,18,2.9
333,375,400,375,356,4.2,4.33,4.56,1.75,4.1,3,7,0,145,13,2,21,2.7
378,238,330,288,344,4,4,4.22,1.88,3.9,0,2,0,25,2,1,21,3.2
389,263,360,363,322,3.6,3.33,3.44,2.75,3.4,2,8,12,66,1,1,19,3.28
400,325,490,400,378,4.2,4.33,4.44,2,4.8,52,9,0,217,42,2,18,3
333,300,330,388,333,4.4,3.78,4.78,2.13,4.3,3,3,0,230,15,1,21,2.8
367,275,330,325,433,3.8,4.33,4.33,2.13,3.9,49,19,1,367,15,2,18,3.6
322,313,460,363,356,4.6,4.44,3.56,2.13,4.4,41,1,0,135,36,2,18,3
378,288,330,375,356,4.2,4,4.22,2.38,3.8,0,6,1,143,12,1,18,3.1
289,263,310,388,356,4.8,3.78,4.44,1.88,3.7,10,11,0,201,14,2,21,2.9
344,338,390,200,433,4,3.89,4.56,2,4.2,1,6,0,172,5,1,21,2
344,363,440,225,333,4.2,4.33,4.33,2.13,4.7,82,3,1,310,46,2,19,3.1
356,388,420,275,311,3.4,4.11,4.11,2,4.2,3,7,0,116,16,2,19,2.6
333,388,410,388,300,4.4,4.44,4.78,1.88,4,41,1,0,219,18,1,20,3.4
333,388,410,300,344,4,4.22,4.67,1.63,3.9,21,28,0,195,30,1,20,3.1
278,188,350,363,389,4.8,4.33,4.44,2.25,4.2,18,1,0,791,25,1,19,3.2
356,338,290,250,389,5,4.44,4.33,1.75,4.3,145,7,1,124,16,2,19,2.9
378,263,370,350,278,4,4.11,3.56,2.5,3.8,73,2,0,163,332,1,19,3.5
333,313,320,288,389,3.4,4.22,4,2.38,3.8,130,5,2,101,11,2,18,2.9
333,275,240,350,322,4.6,4,4.78,1.5,3.8,0,12,0,214,48,2,18,3.2
311,263,310,400,378,3.8,3.78,4.44,1.75,3.8,40,15,1,173,12,2,20,3.1
411,388,420,488,300,4.4,3.89,4.78,1.38,4.6,19,20,0,128,18,2,21,3.5
489,263,490,413,300,4.4,3.11,4.67,1.88,4.8,49,35,4,281,26,2,21,2.9
367,238,420,275,356,4,3.44,4.44,2.13,4.3,6,1,2,17,1,1,21,3.3
356,375,380,325,389,3.8,4.33,4.22,2.38,3.7,21,7,0,161,6,2,20,2.8
322,225,300,350,344,4,3.67,4.56,1.75,3.6,43,11,1,309,15,1,20,2.9
333,200,310,350,444,4.8,4.44,4,1.63,4.4,0,5,3,146,25,2,19,3.6
389,263,480,438,422,4,4,4.11,1.63,5,12,14,2,251,16,2,21,3.6
356,300,280,350,378,4.4,4.44,4.33,2.5,3.8,13,4,0,211,34,2,18,3.1
389,388,350,325,356,4.2,3.89,4.56,2,4,19,21,0,239,10,1,21,3.6
389,338,320,288,422,4.4,4.11,4.56,1.88,3.7,208,27,0,188,11,2,19,3.4
500,188,440,375,500,4.6,4.89,5,1.25,4.4,800,3,0,249,46,2,18,3.6
322,263,310,338,356,4.4,4.22,4.56,2.13,4.1,107,11,0,307,34,2,19,3.1
222,238,380,363,367,4,4.22,4.89,1.75,4.2,16,7,1,282,22,2,20,3.2
333,200,280,325,411,4.8,3.56,4.89,1.25,4.4,11,2,0,160,13,1,21,3.3
400,238,460,300,322,3.6,3.78,4.67,1.63,4.9,13,1,1,72,16,2,21,3.2
400,200,310,400,411,4.8,4.22,4.33,2,4.2,19,6,1,98,27,2,18,3.2
367,338,400,375,289,5,4.33,4.22,1.38,4.5,46,43,2,236,14,2,18,2.9
211,388,360,413,322,4.4,3.44,4,1.88,3.9,53,11,8,66,17,2,19,3.1
267,313,390,200,311,4,4.22,4.44,2,4.1,48,1,0,101,7,1,20,3.4
289,425,350,225,344,3.6,3.89,3.89,1.63,3.5,112,33,55,306,11,2,19,3.2
356,288,450,275,322,3,4.11,4.22,2.38,4,0,1,0,65,17,1,19,4
178,250,470,363,300,4,3.56,3.89,2.38,4.5,2,2,0,146,10,1,19,3.6
289,238,320,400,356,4.6,3.22,4.56,2.13,3.9,173,4,3,184,8,1,20,3
333,400,290,288,222,4.4,4,4.56,2,3.9,89,19,0,195,43,2,18,2.4
378,225,420,438,411,4.4,4,4,1.88,4.5,459,18,0,163,20,2,18,2.9
411,425,420,388,367,4.6,4.22,4.78,2,4.6,42,8,2,469,24,1,18,3.7
222,388,420,463,311,4.4,4.56,4.56,1.88,4.5,282,3,0,205,18,2,20,3.4
289,438,270,300,344,3.8,3.67,4.56,2,3.8,0,14,3,155,23,2,18,2.3
344,200,290,363,467,4,4.56,4,2,3.7,31,9,0,258,28,2,21,3.1
467,288,420,350,411,3.6,4.44,4.78,1.75,4.5,14,26,0,290,42,2,21,3.1
333,338,450,363,344,3.2,3.67,4,2.13,4.6,59,20,10,227,23,2,22,3.8
389,313,430,400,367,4.8,4,4.56,2,4.3,5,31,1,166,23,2,18,3.1
356,375,410,388,333,3.8,3.44,4.44,2.63,4.4,3,17,0,90,15,2,19,3.4
389,375,440,325,333,3.6,4,4.22,2.13,4.4,16,3,21,92,11,2,19,2.8
333,400,310,450,333,4.8,4.56,4.78,1.25,3.3,5,9,1,487,26,2,21,3.4
400,313,450,350,411,4.6,4.22,4.22,2.13,4.6,5,4,1,142,7,1,19,3.1
167,263,290,238,322,3,3.22,4.56,1.5,4.4,939,14,53,208,11,2,21,2.1
411,263,410,425,433,4.2,4.44,4.78,1.88,4.3,31,42,1,483,49,2,19,3.5
311,250,320,375,300,4.6,3.44,3.67,1.13,4.9,1,1,1,162,19,1,20,3
356,388,280,250,356,4.4,3.78,4.11,2.13,3.5,0,7,0,159,34,2,18,2.9
278,450,500,450,189,4.2,1.89,4.78,4.5,5,41,4,1,244,32,1,18,3.4
333,225,390,400,378,4.2,4.44,4.56,1.88,4,36,17,0,196,27,2,19,3.1
344,263,460,350,444,4.4,4.33,3.56,1.88,4,81,4,0,224,31,2,18,3.5
367,375,350,238,467,4.8,4.78,4.78,1.75,4,270,5,0,227,47,2,21,2.9
367,263,420,325,344,4.2,4.33,4.67,1.13,4.5,26,22,1,303,11,2,21,3.8
167,488,300,238,300,4,4.11,4.33,1.38,4,295,17,12,368,22,2,19,2.1
378,338,340,300,344,3.8,4.22,4.78,1.75,4,15,1,7,59,4,2,18,3.2
344,325,350,425,333,4.4,3.67,4.44,1.63,3.8,17,11,0,377,79,2,21,3.8
344,275,240,388,344,4.2,3.89,4.67,1.38,3.4,20,13,1,172,27,2,19,3.5
344,350,430,400,389,4.6,4,4.56,2,4.3,31,12,0,238,28,2,20,3.2
378,238,380,250,433,4.4,4.33,4.56,1.88,3.6,10,4,0,195,23,2,17,2.7
378,463,420,250,322,4.4,4.22,4.67,1.88,4.3,31,35,1,239,16,2,20,3.4
300,313,350,463,189,4.8,3.11,3.56,1.75,3.9,8,6,0,182,25,2,21,3.7
222,300,450,325,333,2.6,3.56,3.22,2.88,4.4,299,3,33,106,5,2,19,3.2
289,313,390,300,389,4.6,3.89,4.78,1.63,4.5,90,15,0,260,33,2,20,2.8
333,313,300,350,389,4.2,3.89,4.67,2,3.9,9,17,0,256,21,2,20,2.9
289,163,500,488,333,4.8,3.89,4.22,1.25,5,85,29,1,186,12,2,20,3.3
322,263,470,288,356,5,4.78,4.89,1,4.8,0,1,0,286,56,2,18,3.2
300,425,410,225,278,4.8,4.78,4.89,1,4.9,300,19,1,189,14,2,21,2.5
367,313,460,300,422,4.8,4.56,5,1.13,5,50,11,1,427,31,2,21,2.5
322,238,340,225,333,3.4,3.67,4.33,1.88,3.7,17,11,0,127,13,2,21,3.2
278,313,500,413,356,4.6,4.78,4.33,1.38,4.7,874,4,1,471,20,2,20,3.8
233,363,340,225,322,3.6,3.56,4.22,1.13,3.7,820,23,12,40,3,1,19,2.4
300,363,330,275,356,3.8,3.78,3.67,2.13,4.1,46,7,0,237,68,1,18,2.7
