bfia,bfiae,bfiaa,bfiac,bfian,bfiao,wallposts,portraits,imp_avs,friends,likes_portrait,sex,age,selfesteem
2.78,4.6,4.44,4.22,2,4.1,16,13,0,879,20,2,20,3.1
3.56,4.8,4.11,4.22,2.38,4.1,18,18,1,319,30,2,20,2.8
3.78,4,4.33,4.44,1.25,4.8,110,21,2,102,20,2,17,2.4
3.22,4,4,4.56,2.63,3.8,0,3,1,141,15,1,21,3.2
4,4.6,4.33,4.67,1.13,4.1,74,6,0,261,30,2,20,3.3
3.11,3.6,3.67,4,2,4.2,84,6,0,181,30,1,20,3.1
3.33,4.4,4.22,4.78,1.63,3.5,1,7,0,193,33,2,17,4
3.78,4.2,4.22,4.33,1.5,4.7,227,127,0,452,14,2,19,3.4
3.56,4.6,4.22,3.89,1.63,4.2,31,12,0,281,21,2,20,2.7
2.11,4.4,2.89,3.78,1.63,4.9,28,13,1,107,9,2,19,3.1
3.89,5,4.67,4.89,1.13,4.3,96,7,0,177,19,2,20,3.3
3.33,4,3.67,4.11,1.88,3.5,73,2,0,169,59,2,19,2.9
3.22,3.2,3.33,4,2.5,4.1,73,2,3,122,18,2,18,3.2
4,4.4,4.33,4.89,1.38,4.5,21,16,0,627,40,1,20,3.7
4,3.8,3.67,4.56,1.88,3.6,29,25,4,107,12,2,20,3.5
3.56,4.8,4.33,5,1.13,4.2,21,5,0,352,22,2,20,3
3.78,4,4.22,4.22,2,4.8,74,23,0,270,26,2,18,2.9
2.22,4,2.11,4.56,2.25,4.6,164,5,0,211,10,1,19,3
3.11,4.8,4.67,4.89,2.38,4.1,190,28,0,461,46,2,19,2.5
3.78,4.2,4.11,4.33,1.88,4.6,118,33,3,164,15,2,18,2.5
3.44,5,3.89,4,2.5,4.1,73,2,0,40,3,2,20,2.5
3.44,4.4,4.22,4.33,1.88,4.1,50,11,2,166,22,2,19,3.4
3.11,4,3.67,3.89,2.13,4.4,14,13,5,118,8,1,19,3.5
3.11,4.2,3.33,3.44,2.5,3.7,139,10,22,80,7,2,18,2.3
3.78,4.2,4.11,4.33,2,4.2,22,11,0,468,45,2,21,3.1
4,4.2,3.67,4.44,2,3.8,21,21,0,314,12,2,24,3.5
4.11,4.8,3.89,4.78,1.5,4.8,87,3,1,328,33,1,19,4
3.33,3.8,3.67,4.67,1.88,4,0,6,2,220,47,2,19,3.2
4.11,3.8,3.89,4.22,2.38,3.8,231,9,4,272,13,2,20,2.9
4.11,4.4,4.33,4.89,1.75,4.2,49,1,0,177,37,2,20,2.5
4,3.8,4.22,3.33,2.5,3.6,126,4,0,254,16,1,21,3.3
3.33,4.8,4,4.78,2.25,4.6,104,121,16,551,49,2,18,3.2
3.78,4.2,3.56,4.67,2.13,4.4,123,71,3,1088,17,1,21,2.6
3.33,3.8,3.89,4.78,2.13,4.6,35,1,0,196,25,1,18,2.9
3.33,3.4,4,4.22,1.63,4.1,58,32,1,723,36,2,21,3.3
3.44,3.6,4.33,4.44,1.63,4.5,45,13,0,239,19,2,19,3
3.56,4.6,4,4,2,3.6,0,4,0,298,50,2,19,3.2
2.89,5,3.67,4.67,2,4,15,7,0,921,114,1,19,3.6
4,4.4,4.56,4.44,2.13,4.5,222,2,0,40,17,2,20,3.6
3.44,4.2,4.22,4.56,1.38,4.8,0,6,0,69,11,2,19,2.8
3.44,4.6,4.56,4.78,1.13,3.9,0,17,1,371,16,2,21,3.1
2.44,4.4,3.56,4.78,1.75,3.9,45,13,4,120,18,2,20,2.6
4.33,4.8,4.67,3.44,1.25,5,83,11,0,281,45,2,20,3.6
3.89,3.4,4.22,4.33,2,3.6,1,1,1,88,18,2,19,3.5
3.56,4.8,3.67,4.33,1.38,4.7,55,7,0,322,15,1,19,3.7
3.56,4.6,4.67,4.56,1.75,4.4,7,10,1,149,14,1,20,3.7
3.22,4.6,4.67,4.67,1.13,4.9,126,9,1,617,27,2,20,3
3.11,4.6,4.22,4.78,1.5,4.3,19,4,0,1006,78,1,21,3.3
3.56,4.2,3.78,4.56,1.88,3.8,28,2,1,296,4,1,21,3
2.89,4.6,3.67,4.33,2,3.5,55,4,1,350,40,1,20,3.5
2.33,4.6,3.11,4.78,2.25,4.3,82,3,0,673,78,1,19,3.3
3,3.6,3.67,4.33,1.5,3.9,25,14,0,54,9,2,18,2.8
3.44,4.8,4.11,4.78,1.75,4.4,2,3,0,369,38,2,20,4
3,4.2,4.22,4.44,1.5,4,115,6,0,115,10,2,20,3.6
3.78,4.2,3.67,4.11,2,3.9,21,6,1,188,17,1,18,3.4
3.22,4.4,4.67,5,1.13,4.7,171,8,1,98,7,2,21,3.2
4.33,4.2,4.56,4.78,1.75,4.3,0,4,0,185,40,2,22,3.4
3.44,4.2,4.11,4.11,1.38,4,20,9,3,145,12,1,23,3.4
3.11,4.2,4.22,5,1.13,4.4,91,10,0,289,23,2,21,2.9
4.33,4,4.44,4.56,1.63,3.8,68,8,1,217,19,2,20,2.6
3.78,3.4,3.67,4.33,1.38,4.1,177,1,1,255,19,2,20,2.8
4,4.2,3.89,4.56,1.5,3.8,3,2,0,49,1,1,20,3.1
3.89,4.6,4,4.22,1.5,4.2,86,4,4,184,15,2,22,2.8
4.22,4.4,4.67,4.89,2,4.6,2,5,1,459,108,2,18,2.9
3.56,4.2,4.33,4.56,1.75,4.1,3,7,0,145,13,2,21,2.7
3.44,4,4,4.22,1.88,3.9,0,2,0,25,2,1,21,3.2
3.22,3.6,3.33,3.44,2.75,3.4,2,8,12,66,1,1,19,3.28
3.78,4.2,4.33,4.44,2,4.8,52,9,0,217,42,2,18,3
3.33,4.4,3.78,4.78,2.13,4.3,3,3,0,230,15,1,21,2.8
4.33,3.8,4.33,4.33,2.13,3.9,49,19,1,367,15,2,18,3.6
3.56,4.6,4.44,3.56,2.13,4.4,41,1,0,135,36,2,18,3
3.56,4.2,4,4.22,2.38,3.8,0,6,1,143,12,1,18,3.1
3.56,4.8,3.78,4.44,1.88,3.7,10,11,0,201,14,2,21,2.9
4.33,4,3.89,4.56,2,4.2,1,6,0,172,5,1,21,2
3.33,4.2,4.33,4.33,2.13,4.7,82,3,1,310,46,2,19,3.1
3.11,3.4,4.11,4.11,2,4.2,3,7,0,116,16,2,19,2.6
3,4.4,4.44,4.78,1.88,4,41,1,0,219,18,1,20,3.4
3.44,4,4.22,4.67,1.63,3.9,21,28,0,195,30,1,20,3.1
3.89,4.8,4.33,4.44,2.25,4.2,18,1,0,791,25,1,19,3.2
3.89,5,4.44,4.33,1.75,4.3,145,7,1,124,16,2,19,2.9
2.78,4,4.11,3.56,2.5,3.8,73,2,0,163,332,1,19,3.5
3.89,3.4,4.22,4,2.38,3.8,130,5,2,101,11,2,18,2.9
3.22,4.6,4,4.78,1.5,3.8,0,12,0,214,48,2,18,3.2
3.78,3.8,3.78,4.44,1.75,3.8,40,15,1,173,12,2,20,3.1
3,4.4,3.89,4.78,1.38,4.6,19,20,0,128,18,2,21,3.5
3,4.4,3.11,4.67,1.88,4.8,49,35,4,281,26,2,21,2.9
3.56,4,3.44,4.44,2.13,4.3,6,1,2,17,1,1,21,3.3
3.89,3.8,4.33,4.22,2.38,3.7,21,7,0,161,6,2,20,2.8
3.44,4,3.67,4.56,1.75,3.6,43,11,1,309,15,1,20,2.9
4.44,4.8,4.44,4,1.63,4.4,0,5,3,146,25,2,19,3.6
4.22,4,4,4.11,1.63,5,12,14,2,251,16,2,21,3.6
3.78,4.4,4.44,4.33,2.5,3.8,13,4,0,211,34,2,18,3.1
3.56,4.2,3.89,4.56,2,4,19,21,0,239,10,1,21,3.6
4.22,4.4,4.11,4.56,1.88,3.7,208,27,0,188,11,2,19,3.4
5,4.6,4.89,5,1.25,4.4,800,3,0,249,46,2,18,3.6
3.56,4.4,4.22,4.56,2.13,4.1,107,11,0,307,34,2,19,3.1
3.67,4,4.22,4.89,1.75,4.2,16,7,1,282,22,2,20,3.2
4.11,4.8,3.56,4.89,1.25,4.4,11,2,0,160,13,1,21,3.3
3.22,3.6,3.78,4.67,1.63,4.9,13,1,1,72,16,2,21,3.2
4.11,4.8,4.22,4.33,2,4.2,19,6,1,98,27,2,18,3.2
2.89,5,4.33,4.22,1.38,4.5,46,43,2,236,14,2,18,2.9
3.22,4.4,3.44,4,1.88,3.9,53,11,8,66,17,2,19,3.1
3.11,4,4.22,4.44,2,4.1,48,1,0,101,7,1,20,3.4
3.44,3.6,3.89,3.89,1.63,3.5,112,33,55,306,11,2,19,3.2
3.22,3,4.11,4.22,2.38,4,0,1,0,65,17,1,19,4
3,4,3.56,3.89,2.38,4.5,2,2,0,146,10,1,19,3.6
3.56,4.6,3.22,4.56,2.13,3.9,173,4,3,184,8,1,20,3
2.22,4.4,4,4.56,2,3.9,89,19,0,195,43,2,18,2.4
4.11,4.4,4,4,1.88,4.5,459,18,0,163,20,2,18,2.9
3.67,4.6,4.22,4.78,2,4.6,42,8,2,469,24,1,18,3.7
3.11,4.4,4.56,4.56,1.88,4.5,282,3,0,205,18,2,20,3.4
3.44,3.8,3.67,4.56,2,3.8,0,14,3,155,23,2,18,2.3
4.67,4,4.56,4,2,3.7,31,9,0,258,28,2,21,3.1
4.11,3.6,4.44,4.78,1.75,4.5,14,26,0,290,42,2,21,3.1
3.44,3.2,3.67,4,2.13,4.6,59,20,10,227,23,2,22,3.8
3.67,4.8,4,4.56,2,4.3,5,31,1,166,23,2,18,3.1
3.33,3.8,3.44,4.44,2.63,4.4,3,17,0,90,15,2,19,3.4
3.33,3.6,4,4.22,2.13,4.4,16,3,21,92,11,2,19,2.8
3.33,4.8,4.56,4.78,1.25,3.3,5,9,1,487,26,2,21,3.4
4.11,4.6,4.22,4.22,2.13,4.6,5,4,1,142,7,1,19,3.1
3.22,3,3.22,4.56,1.5,4.4,939,14,53,208,11,2,21,2.1
4.33,4.2,4.44,4.78,1.88,4.3,31,42,1,483,49,2,19,3.5
3,4.6,3.44,3.67,1.13,4.9,1,1,1,162,19,1,20,3
3.56,4.4,3.78,4.11,2.13,3.5,0,7,0,159,34,2,18,2.9
1.89,4.2,1.89,4.78,4.5,5,41,4,1,244,32,1,18,3.4
3.78,4.2,4.44,4.56,1.88,4,36,17,0,196,27,2,19,3.1
4.44,4.4,4.33,3.56,1.88,4,81,4,0,224,31,2,18,3.5
4.67,4.8,4.78,4.78,1.75,4,270,5,0,227,47,2,21,2.9
3.44,4.2,4.33,4.67,1.13,4.5,26,22,1,303,11,2,21,3.8
3,4,4.11,4.33,1.38,4,295,17,12,368,22,2,19,2.1
3.44,3.8,4.22,4.78,1.75,4,15,1,7,59,4,2,18,3.2
3.33,4.4,3.67,4.44,1.63,3.8,17,11,0,377,79,2,21,3.8
3.44,4.2,3.89,4.67,1.38,3.4,20,13,1,172,27,2,19,3.5
3.89,4.6,4,4.56,2,4.3,31,12,0,238,28,2,20,3.2
4.33,4.4,4.33,4.56,1.88,3.6,10,4,0,195,23,2,17,2.7
3.22,4.4,4.22,4.67,1.88,4.3,31,35,1,239,16,2,20,3.4
1.89,4.8,3.11,3.56,1.75,3.9,8,6,0,182,25,2,21,3.7
3.33,2.6,3.56,3.22,2.88,4.4,299,3,33,106,5,2,19,3.2
3.89,4.6,3.89,4.78,1.63,4.5,90,15,0,260,33,2,20,2.8
3.89,4.2,3.89,4.67,2,3.9,9,17,0,256,21,2,20,2.9
3.33,4.8,3.89,4.22,1.25,5,85,29,1,186,12,2,20,3.3
3.56,5,4.78,4.89,1,4.8,0,1,0,286,56,2,18,3.2
2.78,4.8,4.78,4.89,1,4.9,300,19,1,189,14,2,21,2.5
4.22,4.8,4.56,5,1.13,5,50,11,1,427,31,2,21,2.5
3.33,3.4,3.67,4.33,1.88,3.7,17,11,0,127,13,2,21,3.2
3.56,4.6,4.78,4.33,1.38,4.7,874,4,1,471,20,2,20,3.8
3.22,3.6,3.56,4.22,1.13,3.7,820,23,12,40,3,1,19,2.4
3.56,3.8,3.78,3.67,2.13,4.1,46,7,0,237,68,1,18,2.7
